timestamp,ip,port,session_id,event_type,packets,duration_sec
2026-04-21T17:50:12.774239,127.0.0.1,51192,866026c8,DISCONNECT,0,9.999
2026-04-21T17:50:12.806320,127.0.0.1,51198,c6a19314,DISCONNECT,0,10.001
2026-04-21T18:39:13.368481,127.0.0.1,47644,bfa9a64b,CONNECT,0,0.0
2026-04-21T18:39:18.777907,127.0.0.1,47644,bfa9a64b,DISCONNECT,0,5.41
2026-04-21T18:39:22.763999,127.0.0.1,47652,758b044b,CONNECT,0,0.0
2026-04-21T18:40:22.831185,127.0.0.1,47652,758b044b,DISCONNECT,0,60.068
2026-04-21T18:42:35.264418,127.0.0.1,41844,23216323,CONNECT,0,0.0
2026-04-21T18:42:44.947549,127.0.0.1,41844,23216323,DISCONNECT,0,9.683
2026-04-21T19:11:21.638396,127.0.0.1,60138,b4db9b26,CONNECT,0,0.0
2026-04-21T19:11:39.707216,127.0.0.1,60138,b4db9b26,DISCONNECT,0,18.069
2026-04-21T19:11:39.930131,127.0.0.1,47914,5e7add2e,CONNECT,0,0.0
2026-04-21T19:11:50.138608,127.0.0.1,47914,5e7add2e,DISCONNECT,0,10.209
2026-04-21T19:11:50.375431,127.0.0.1,46176,1ec5a1fc,CONNECT,0,0.0
2026-04-21T19:12:10.535172,127.0.0.1,46176,1ec5a1fc,DISCONNECT,0,20.16
2026-04-21T19:12:10.764210,127.0.0.1,43546,bc04074e,CONNECT,0,0.0
2026-04-21T19:12:20.997728,127.0.0.1,43546,bc04074e,DISCONNECT,0,10.234
2026-04-21T19:12:21.243916,127.0.0.1,51546,0ac06483,CONNECT,0,0.0
2026-04-21T19:12:31.364525,127.0.0.1,51546,0ac06483,DISCONNECT,0,10.121
2026-04-21T19:12:31.675598,127.0.0.1,38476,dcb47d49,CONNECT,0,0.0
2026-04-21T19:12:41.821935,127.0.0.1,38476,dcb47d49,DISCONNECT,0,10.147
2026-04-21T19:12:42.046252,127.0.0.1,50688,33d7bbd4,CONNECT,0,0.0
2026-04-21T19:12:52.294757,127.0.0.1,50688,33d7bbd4,DISCONNECT,0,10.249
2026-04-21T19:12:52.519833,127.0.0.1,45786,0421b9c4,CONNECT,0,0.0
2026-04-21T19:13:02.792991,127.0.0.1,45786,0421b9c4,DISCONNECT,0,10.274
2026-04-21T19:13:03.031240,127.0.0.1,55442,19fd68c5,CONNECT,0,0.0
2026-04-21T19:13:13.700760,127.0.0.1,55442,19fd68c5,DISCONNECT,0,10.67
2026-04-21T19:13:13.946935,127.0.0.1,46824,53f675e0,CONNECT,0,0.0
2026-04-21T19:13:24.131135,127.0.0.1,46824,53f675e0,DISCONNECT,0,10.185
2026-04-21T19:53:16.689991,127.0.0.1,57368,5a3213e2,CONNECT,0,0.0
2026-04-21T19:53:16.691657,127.0.0.1,57370,1ea86896,CONNECT,0,0.0
2026-04-21T19:53:26.499781,127.0.0.1,57368,5a3213e2,DISCONNECT,0,9.811
2026-04-21T19:53:26.499876,127.0.0.1,57370,1ea86896,DISCONNECT,0,9.809
2026-04-21T19:53:26.670657,127.0.0.1,51658,149d51bd,CONNECT,0,0.0
2026-04-21T19:53:26.688329,127.0.0.1,51672,8f81180c,CONNECT,0,0.0
2026-04-21T19:53:36.494599,127.0.0.1,51672,8f81180c,DISCONNECT,0,9.807
2026-04-21T19:53:36.494704,127.0.0.1,51658,149d51bd,DISCONNECT,0,9.825
2026-04-21T21:26:21.361779,127.0.0.1,42250,c7328c9c,CONNECT,0,0.0
2026-04-21T21:26:31.373245,127.0.0.1,42250,c7328c9c,DISCONNECT,0,10.013
2026-04-21T21:26:35.574012,127.0.0.1,42752,8f06d3bf,CONNECT,0,0.0
2026-04-21T21:26:45.618908,127.0.0.1,42752,8f06d3bf,DISCONNECT,0,10.045
2026-04-21T21:26:49.804871,127.0.0.1,33124,db556dd9,CONNECT,0,0.0
2026-04-21T21:26:59.826563,127.0.0.1,33124,db556dd9,DISCONNECT,0,10.022
2026-04-21T21:27:02.122537,127.0.0.1,33898,973d7dd9,CONNECT,0,0.0
2026-04-21T21:27:12.148373,127.0.0.1,33898,973d7dd9,DISCONNECT,0,10.026
2026-04-21T21:28:58.348818,127.0.0.1,51390,e4270b2b,CONNECT,0,0.0
2026-04-21T21:29:02.367263,127.0.0.1,51390,e4270b2b,DISCONNECT,0,4.019
2026-04-21T21:48:22.271295,127.0.0.1,47370,3fde8342,CONNECT,0,0.0
2026-04-21T21:49:22.015711,127.0.0.1,47370,3fde8342,DISCONNECT,0,59.745
2026-04-21T21:58:45.390776,127.0.0.1,57162,07d1f077,CONNECT,0,0.0
2026-04-21T21:59:45.408262,127.0.0.1,57162,07d1f077,DISCONNECT,0,60.018
2026-04-21T22:09:57.232852,127.0.0.1,38654,38aee569,CONNECT,0,0.0
2026-04-21T22:10:07.243196,127.0.0.1,36712,007447ca,CONNECT,0,0.0
2026-04-21T22:10:17.265919,127.0.0.1,36712,007447ca,DISCONNECT,0,10.024
2026-04-21T22:10:17.266012,127.0.0.1,38654,38aee569,DISCONNECT,0,20.034
2026-04-21T22:14:51.014278,127.0.0.1,53990,b8a659e0,CONNECT,0,0.0
2026-04-21T22:14:56.022629,127.0.0.1,53990,b8a659e0,DISCONNECT,0,5.009
2026-04-21T22:14:56.227682,127.0.0.1,44368,98c795f9,CONNECT,0,0.0
2026-04-21T22:15:06.227276,127.0.0.1,44368,98c795f9,DISCONNECT,0,10.0
2026-04-21T22:31:50.714129,127.0.0.1,53266,181aa1ae,CONNECT,0,0.0
2026-04-21T22:31:54.719135,127.0.0.1,53266,181aa1ae,DISCONNECT,0,4.005
2026-04-21T22:35:36.883912,127.0.0.1,55280,3ef728e5,CONNECT,0,0.0
2026-04-21T22:35:41.890821,127.0.0.1,55280,3ef728e5,DISCONNECT,0,5.007
2026-04-21T22:36:35.976956,127.0.0.1,49912,4e244ed1,CONNECT,0,0.0
2026-04-21T22:36:46.023178,127.0.0.1,49912,4e244ed1,DISCONNECT,0,10.047
2026-04-21T22:44:11.045573,127.0.0.1,37826,12bde393,CONNECT,0,0.0
2026-04-21T22:44:15.876644,127.0.0.1,37826,12bde393,DISCONNECT,0,4.832
2026-04-21T22:48:18.914940,127.0.0.1,49806,caf032f0,CONNECT,0,0.0
2026-04-21T22:48:34.632142,127.0.0.1,49086,1958d686,CONNECT,0,0.0
2026-04-21T22:48:46.032201,127.0.0.1,49806,caf032f0,DISCONNECT,0,27.119
2026-04-21T22:48:49.397132,127.0.0.1,49086,1958d686,DISCONNECT,0,14.765
2026-04-21T22:48:59.763830,127.0.0.1,52378,822ca47d,CONNECT,0,0.0
2026-04-21T22:49:15.316341,127.0.0.1,50942,4ac4218c,CONNECT,0,0.0
2026-04-21T22:49:22.266807,127.0.0.1,52378,822ca47d,DISCONNECT,0,22.503
2026-04-21T22:49:30.321256,127.0.0.1,50942,4ac4218c,DISCONNECT,0,15.006
2026-04-21T22:49:38.664427,127.0.0.1,48524,5fc3bafc,CONNECT,0,0.0
2026-04-21T22:49:53.821892,127.0.0.1,34702,11baa99b,CONNECT,0,0.0
2026-04-21T22:50:08.029912,127.0.0.1,48524,5fc3bafc,DISCONNECT,0,29.366
2026-04-21T22:50:08.747662,127.0.0.1,34702,11baa99b,DISCONNECT,0,14.927
2026-04-22T00:43:40.005852,127.0.0.1,34882,e82f1e8b,CONNECT,0,0.0
2026-04-22T00:43:49.726339,127.0.0.1,34882,e82f1e8b,DISCONNECT,0,9.721
2026-04-22T02:15:25.739999,127.0.0.1,42838,53815a64,CONNECT,0,0.0
2026-04-22T02:15:35.744150,127.0.0.1,42838,53815a64,DISCONNECT,0,10.006
2026-04-22T02:30:39.576780,127.0.0.1,33612,c3cae19b,CONNECT,0,0.0
2026-04-22T02:30:42.415217,127.0.0.1,33612,c3cae19b,DISCONNECT,0,2.839
2026-04-22T02:30:42.530338,127.0.0.1,33618,7284c3db,CONNECT,0,0.0
2026-04-22T02:30:45.449958,127.0.0.1,33618,7284c3db,DISCONNECT,0,2.921
2026-04-22T02:34:12.870451,127.0.0.1,33640,c8575652,CONNECT,0,0.0
2026-04-22T02:34:27.880638,127.0.0.1,36228,5ee2c4e9,CONNECT,0,0.0
2026-04-22T02:34:42.649302,127.0.0.1,36228,5ee2c4e9,DISCONNECT,0,14.77
2026-04-22T02:34:43.211420,127.0.0.1,48928,f9b2a5bb,CONNECT,0,0.0
2026-04-22T02:34:44.322883,127.0.0.1,33640,c8575652,DISCONNECT,0,31.453
2026-04-22T02:34:58.217128,127.0.0.1,55942,aface6a2,CONNECT,0,0.0
2026-04-22T02:35:12.981055,127.0.0.1,55942,aface6a2,DISCONNECT,0,14.764
2026-04-22T02:35:13.530586,127.0.0.1,52982,9e496656,CONNECT,0,0.0
2026-04-22T02:35:20.245736,127.0.0.1,48928,f9b2a5bb,DISCONNECT,0,37.035
2026-04-22T02:35:28.519307,127.0.0.1,43852,f542397e,CONNECT,0,0.0
2026-04-22T02:35:29.671290,127.0.0.1,52982,9e496656,DISCONNECT,0,16.141
2026-04-22T02:35:43.293187,127.0.0.1,43852,f542397e,DISCONNECT,0,14.775
2026-04-22T02:51:14.183950,127.0.0.1,48806,e6114c62,CONNECT,0,0.0
2026-04-22T02:51:18.948548,127.0.0.1,48806,e6114c62,DISCONNECT,0,4.765
2026-04-22T04:52:22.031261,127.0.0.1,37958,0de6752a,CONNECT,0,0.0
2026-04-22T04:52:24.036319,127.0.0.1,37958,0de6752a,DISCONNECT,0,2.007
2026-04-22T05:19:13.614151,127.0.0.1,35752,bb5dce78,CONNECT,0,0.0
2026-04-22T05:19:16.483343,127.0.0.1,35752,bb5dce78,DISCONNECT,0,2.87
2026-04-22T05:32:08.522925,127.0.0.1,44164,eab86f7a,CONNECT,0,0.0
2026-04-22T05:32:28.534430,127.0.0.1,44164,eab86f7a,DISCONNECT,0,20.012
2026-04-22T05:46:54.196692,127.0.0.1,34954,9cd6cbb1,CONNECT,0,0.0
2026-04-22T05:46:54.203584,127.0.0.1,34954,9cd6cbb1,DISCONNECT,0,0.008
2026-04-22T05:47:22.894061,127.0.0.1,57904,0263776a,CONNECT,0,0.0
2026-04-22T05:47:24.202503,127.0.0.1,57904,0263776a,DISCONNECT,0,1.309
2026-04-22T06:13:58.869300,127.0.0.1,41858,05f9b0bf,CONNECT,0,0.0
2026-04-22T06:14:29.982597,127.0.0.1,41858,05f9b0bf,DISCONNECT,0,31.114
2026-04-22T06:47:30.361933,127.0.0.1,55008,13992b7a,CONNECT,0,0.0
2026-04-22T06:48:15.788929,127.0.0.1,51548,8385fb32,CONNECT,0,0.0
2026-04-22T06:48:30.404735,127.0.0.1,55008,13992b7a,DISCONNECT,0,60.045
2026-04-22T06:48:30.896422,127.0.0.1,45452,a36f04cf,CONNECT,0,0.0
2026-04-22T06:48:43.566676,127.0.0.1,51548,8385fb32,DISCONNECT,0,27.779
2026-04-22T06:48:45.677963,127.0.0.1,45452,a36f04cf,DISCONNECT,0,14.782
2026-04-22T06:48:52.437458,127.0.0.1,49780,2d409514,CONNECT,0,0.0
2026-04-22T06:49:07.539237,127.0.0.1,48972,c07bf828,CONNECT,0,0.0
2026-04-22T06:49:23.274423,127.0.0.1,49780,2d409514,DISCONNECT,0,30.837
2026-04-22T06:49:23.602900,127.0.0.1,48972,c07bf828,DISCONNECT,0,16.065
2026-04-22T06:49:28.669946,127.0.0.1,44734,958ec14d,CONNECT,0,0.0
2026-04-22T06:49:43.824734,127.0.0.1,48322,e2680077,CONNECT,0,0.0
2026-04-22T06:49:48.936489,127.0.0.1,44734,958ec14d,DISCONNECT,0,20.268
2026-04-22T06:49:58.758438,127.0.0.1,48322,e2680077,DISCONNECT,0,14.935
2026-04-22T07:13:54.497794,127.0.0.1,57050,5879089f,CONNECT,0,0.0
2026-04-22T07:14:11.113344,127.0.0.1,57050,5879089f,DISCONNECT,0,16.616
2026-04-22T07:34:03.343401,127.0.0.1,44568,dd815dcb,CONNECT,0,0.0
2026-04-22T07:34:13.071600,127.0.0.1,44568,dd815dcb,DISCONNECT,0,9.729
2026-04-22T08:12:42.349144,127.0.0.1,36560,720f1c78,CONNECT,0,0.0
2026-04-22T08:12:52.080116,127.0.0.1,36560,720f1c78,DISCONNECT,0,9.732
2026-04-22T08:14:37.817364,127.0.0.1,59732,55544be7,CONNECT,0,0.0
2026-04-22T08:14:38.938052,127.0.0.1,59748,77f322a1,CONNECT,0,0.0
2026-04-22T08:14:43.759127,127.0.0.1,59748,77f322a1,DISCONNECT,0,4.821
2026-04-22T08:14:47.822789,127.0.0.1,59732,55544be7,DISCONNECT,0,10.006
2026-04-22T08:14:52.147362,127.0.0.1,53670,5c01cd8b,CONNECT,0,0.0
2026-04-22T08:15:01.892971,127.0.0.1,53670,5c01cd8b,DISCONNECT,0,9.746
2026-04-22T08:17:38.019200,127.0.0.1,39670,4e8a1fe3,CONNECT,0,0.0
2026-04-22T08:17:47.769658,127.0.0.1,39670,4e8a1fe3,DISCONNECT,0,9.751
2026-04-22T08:20:01.168109,127.0.0.1,43056,83e0eca9,CONNECT,0,0.0
2026-04-22T08:20:11.175550,127.0.0.1,43056,83e0eca9,DISCONNECT,0,10.009
2026-04-22T08:48:20.141820,127.0.0.1,59112,e83dcc29,CONNECT,0,0.0
2026-04-22T08:48:34.810678,127.0.0.1,59112,e83dcc29,DISCONNECT,0,14.67
2026-04-22T09:18:20.136420,127.0.0.1,44916,22e3fc22,CONNECT,0,0.0
2026-04-22T09:18:20.156133,127.0.0.1,44932,e7c9aa37,CONNECT,0,0.0
2026-04-22T09:18:29.962245,127.0.0.1,44932,e7c9aa37,DISCONNECT,0,9.807
2026-04-22T09:18:29.962494,127.0.0.1,44916,22e3fc22,DISCONNECT,0,9.827
2026-04-22T09:18:30.137266,127.0.0.1,49708,65b80e25,CONNECT,0,0.0
2026-04-22T09:18:30.154134,127.0.0.1,49718,b00e9513,CONNECT,0,0.0
2026-04-22T09:18:39.963098,127.0.0.1,49708,65b80e25,DISCONNECT,0,9.826
2026-04-22T09:18:39.963275,127.0.0.1,49718,b00e9513,DISCONNECT,0,9.81
2026-04-22T09:41:05.584112,127.0.0.1,50464,2a96b760,CONNECT,0,0.0
2026-04-22T09:41:39.230727,127.0.0.1,50464,2a96b760,DISCONNECT,0,33.648
2026-04-22T09:58:14.627327,127.0.0.1,36384,c5c20dc1,CONNECT,0,0.0
2026-04-22T09:58:19.427606,127.0.0.1,36384,c5c20dc1,DISCONNECT,0,4.802
2026-04-22T09:58:19.628130,127.0.0.1,36390,6be7fbb8,CONNECT,0,0.0
2026-04-22T09:58:24.425619,127.0.0.1,36390,6be7fbb8,DISCONNECT,0,4.798
2026-04-22T09:58:24.628356,127.0.0.1,35038,e584376c,CONNECT,0,0.0
2026-04-22T09:58:29.425208,127.0.0.1,35038,e584376c,DISCONNECT,0,4.798
2026-04-22T09:58:29.631653,127.0.0.1,35040,5e519c34,CONNECT,0,0.0
2026-04-22T09:58:34.434868,127.0.0.1,35040,5e519c34,DISCONNECT,0,4.804
2026-04-22T09:58:34.643753,127.0.0.1,50052,b3cd07fd,CONNECT,0,0.0
2026-04-22T09:58:39.460949,127.0.0.1,50052,b3cd07fd,DISCONNECT,0,4.818
2026-04-22T09:58:39.659557,127.0.0.1,50058,e7397de9,CONNECT,0,0.0
2026-04-22T09:58:44.458887,127.0.0.1,50058,e7397de9,DISCONNECT,0,4.8
2026-04-22T09:58:44.655637,127.0.0.1,41638,36b53096,CONNECT,0,0.0
2026-04-22T09:58:49.457949,127.0.0.1,41638,36b53096,DISCONNECT,0,4.803
2026-04-22T10:33:10.433673,127.0.0.1,58686,acb0b7de,CONNECT,0,0.0
2026-04-22T10:33:12.216715,127.0.0.1,58686,acb0b7de,DISCONNECT,0,1.784
2026-04-22T10:35:46.469533,127.0.0.1,42692,b2a9c187,CONNECT,0,0.0
2026-04-22T10:36:01.473352,127.0.0.1,43684,4c32a1d7,CONNECT,0,0.0
2026-04-22T10:36:06.605481,127.0.0.1,42692,b2a9c187,DISCONNECT,0,20.136
2026-04-22T10:36:16.235516,127.0.0.1,43684,4c32a1d7,DISCONNECT,0,14.763
2026-04-22T10:36:16.824302,127.0.0.1,47266,a6bce74e,CONNECT,0,0.0
2026-04-22T10:36:31.828016,127.0.0.1,40098,f31a725a,CONNECT,0,0.0
2026-04-22T10:36:32.432729,127.0.0.1,47266,a6bce74e,DISCONNECT,0,15.609
2026-04-22T10:36:46.591909,127.0.0.1,40098,f31a725a,DISCONNECT,0,14.765
2026-04-22T10:36:48.904430,127.0.0.1,39514,6ace5ba8,CONNECT,0,0.0
2026-04-22T10:37:03.904055,127.0.0.1,41158,0244d1f4,CONNECT,0,0.0
2026-04-22T10:37:04.408367,127.0.0.1,39514,6ace5ba8,DISCONNECT,0,15.504
2026-04-22T10:37:18.668868,127.0.0.1,41158,0244d1f4,DISCONNECT,0,14.765
2026-04-22T10:50:15.523454,127.0.0.1,40378,aa7968ad,CONNECT,0,0.0
2026-04-22T10:50:35.528547,127.0.0.1,40378,aa7968ad,DISCONNECT,0,20.006
2026-04-22T11:26:08.458557,127.0.0.1,40988,96922a12,CONNECT,0,0.0
2026-04-22T11:26:13.265716,127.0.0.1,40988,96922a12,DISCONNECT,0,4.808
2026-04-22T11:57:55.792275,127.0.0.1,38370,ae8aefc5,CONNECT,0,0.0
2026-04-22T11:58:00.596295,127.0.0.1,38370,ae8aefc5,DISCONNECT,0,4.804
2026-04-22T12:19:08.026757,223.31.218.223,57839,8ae8253b,CONNECT,0,0.0
2026-04-22T12:19:08.036970,223.31.218.223,57839,8ae8253b,DISCONNECT,0,0.012
2026-04-22T12:19:50.343371,223.31.218.223,57855,fb67c545,CONNECT,0,0.0
2026-04-22T12:19:50.360076,223.31.218.223,57855,fb67c545,DISCONNECT,0,0.017
2026-04-22T12:19:50.392277,223.31.218.223,57856,ac4fe36f,CONNECT,0,0.0
2026-04-22T12:19:50.403194,223.31.218.223,57856,ac4fe36f,DISCONNECT,0,0.013
2026-04-22T12:23:20.307753,20.169.106.193,59360,946812f5,CONNECT,0,0.0
2026-04-22T12:23:30.316832,20.169.106.193,59360,946812f5,DISCONNECT,0,10.01
2026-04-22T12:46:10.444100,223.31.218.223,64228,46444165,CONNECT,0,0.0
2026-04-22T12:46:10.458615,223.31.218.223,64228,46444165,DISCONNECT,0,0.015
2026-04-22T12:46:10.551956,223.31.218.223,64229,8d5e3839,CONNECT,0,0.0
2026-04-22T12:46:10.557900,223.31.218.223,64229,8d5e3839,DISCONNECT,0,0.006
2026-04-22T14:16:30.810331,66.132.224.227,38144,cab41fed,CONNECT,0,0.0
2026-04-22T14:16:45.817568,66.132.224.227,17848,9d33d59c,CONNECT,0,0.0
2026-04-22T14:16:48.693494,66.132.224.227,38144,cab41fed,DISCONNECT,0,17.885
2026-04-22T14:17:00.582152,66.132.224.227,17848,9d33d59c,DISCONNECT,0,14.767
2026-04-22T14:17:02.486161,66.132.172.143,25726,7e3ae743,CONNECT,0,0.0
2026-04-22T14:17:17.483889,66.132.172.143,32282,0e5f9f9f,CONNECT,0,0.0
2026-04-22T14:17:30.021328,66.132.172.143,25726,7e3ae743,DISCONNECT,0,27.536
2026-04-22T14:17:32.246885,66.132.172.143,32282,0e5f9f9f,DISCONNECT,0,14.763
2026-04-22T14:17:37.784689,66.132.186.195,39942,d2a3fe3c,CONNECT,0,0.0
2026-04-22T14:17:52.788544,66.132.186.195,13866,6b0e760e,CONNECT,0,0.0
2026-04-22T14:17:55.472283,66.132.186.195,39942,d2a3fe3c,DISCONNECT,0,17.689
2026-04-22T14:18:07.553233,66.132.186.195,13866,6b0e760e,DISCONNECT,0,14.766
2026-04-22T14:55:25.155556,176.65.139.254,38602,45a453a7,CONNECT,0,0.0
2026-04-22T14:55:30.033811,176.65.139.254,38602,45a453a7,DISCONNECT,0,4.879
2026-04-22T15:10:26.067702,2.26.137.187,34206,9ff1b7c9,CONNECT,0,0.0
2026-04-22T15:10:30.856359,2.26.137.187,34206,9ff1b7c9,DISCONNECT,0,4.789
2026-04-22T15:31:07.358682,209.99.186.108,37236,37f9f252,CONNECT,0,0.0
2026-04-22T15:31:17.918382,209.99.186.108,37236,37f9f252,DISCONNECT,0,10.56
2026-04-22T15:31:18.067274,209.99.186.108,56954,2a133b4b,CONNECT,0,0.0
2026-04-22T15:31:28.447857,209.99.186.108,56954,2a133b4b,DISCONNECT,0,10.381
2026-04-22T15:31:28.595867,209.99.186.108,42190,3c64fd9b,CONNECT,0,0.0
2026-04-22T15:31:38.695271,209.99.186.108,42190,3c64fd9b,DISCONNECT,0,10.1
2026-04-22T15:31:38.839439,209.99.186.108,35838,aeefac9e,CONNECT,0,0.0
2026-04-22T15:31:49.163412,209.99.186.108,35838,aeefac9e,DISCONNECT,0,10.325
2026-04-22T15:31:49.345804,209.99.186.108,59134,adb0fb4f,CONNECT,0,0.0
2026-04-22T15:32:01.361063,209.99.186.108,59134,adb0fb4f,DISCONNECT,0,12.016
2026-04-22T16:13:15.677861,176.65.139.254,35802,7c7d7812,CONNECT,0,0.0
2026-04-22T16:13:20.500961,176.65.139.254,35802,7c7d7812,DISCONNECT,0,4.824
2026-04-22T16:58:43.138295,223.31.218.223,62817,dd718dfd,CONNECT,0,0.0
2026-04-22T16:58:45.090456,223.31.218.223,62817,dd718dfd,DISCONNECT,0,1.953
2026-04-22T16:59:47.345395,223.31.218.223,62843,57c1c01b,CONNECT,0,0.0
2026-04-22T16:59:50.320037,223.31.218.223,62843,57c1c01b,DISCONNECT,0,2.975
2026-04-22T17:17:52.675242,64.227.35.29,57212,cb4a00e5,CONNECT,0,0.0
2026-04-22T17:17:53.384152,64.227.35.29,57212,cb4a00e5,DISCONNECT,0,0.71
2026-04-22T17:17:53.583664,64.227.35.29,57228,00f8e4b5,CONNECT,0,0.0
2026-04-22T17:17:54.297417,64.227.35.29,57228,00f8e4b5,DISCONNECT,0,0.714
2026-04-22T17:17:54.491220,64.227.35.29,57244,7d1c5648,CONNECT,0,0.0
2026-04-22T17:17:55.193071,64.227.35.29,57244,7d1c5648,DISCONNECT,0,0.702
2026-04-22T17:17:55.383071,64.227.35.29,57256,01391627,CONNECT,0,0.0
2026-04-22T17:17:56.087283,64.227.35.29,57256,01391627,DISCONNECT,0,0.705
2026-04-22T17:17:56.274231,64.227.35.29,57260,71c692a0,CONNECT,0,0.0
2026-04-22T17:17:56.976186,64.227.35.29,57260,71c692a0,DISCONNECT,0,0.703
2026-04-22T17:17:57.166796,64.227.35.29,33406,fb60a427,CONNECT,0,0.0
2026-04-22T17:17:57.872175,64.227.35.29,33406,fb60a427,DISCONNECT,0,0.706
2026-04-22T17:17:58.059663,64.227.35.29,33408,c2bce6d8,CONNECT,0,0.0
2026-04-22T17:17:58.765284,64.227.35.29,33408,c2bce6d8,DISCONNECT,0,0.706
2026-04-22T17:17:58.949680,64.227.35.29,33422,00110d03,CONNECT,0,0.0
2026-04-22T17:17:59.653289,64.227.35.29,33422,00110d03,DISCONNECT,0,0.704
2026-04-22T17:17:59.838417,64.227.35.29,33430,9fb8308b,CONNECT,0,0.0
2026-04-22T17:18:00.542223,64.227.35.29,33430,9fb8308b,DISCONNECT,0,0.704
2026-04-22T17:52:48.890774,176.65.139.140,44310,2a57f924,CONNECT,0,0.0
2026-04-22T17:52:53.643795,176.65.139.140,44310,2a57f924,DISCONNECT,0,4.754
2026-04-22T17:59:37.284246,45.63.71.244,47632,ab3f0249,CONNECT,0,0.0
2026-04-22T17:59:37.345320,45.63.71.244,47632,ab3f0249,DISCONNECT,0,0.062
2026-04-22T18:03:20.359422,79.124.40.174,51254,ec1a4d3e,CONNECT,0,0.0
2026-04-22T18:03:35.165255,79.124.40.174,51254,ec1a4d3e,DISCONNECT,0,14.806
2026-04-22T18:11:34.222478,45.156.128.10,32904,3afe1a7e,CONNECT,0,0.0
2026-04-22T18:11:34.240952,45.156.128.10,32904,3afe1a7e,DISCONNECT,0,0.019
2026-04-22T18:11:34.441030,45.156.128.15,47372,f386fe00,CONNECT,0,0.0
2026-04-22T18:11:42.256248,45.156.128.15,47372,f386fe00,DISCONNECT,0,7.816
2026-04-22T18:18:50.107008,66.132.195.57,33138,3513f544,CONNECT,0,0.0
2026-04-22T18:18:50.878934,66.132.195.57,33152,0ffd7f5f,CONNECT,0,0.0
2026-04-22T18:18:57.764989,66.132.195.57,33138,3513f544,DISCONNECT,0,7.659
2026-04-22T18:19:05.612220,66.132.195.57,33152,0ffd7f5f,DISCONNECT,0,14.734
2026-04-22T18:19:09.403358,66.132.172.136,47524,8e642560,CONNECT,0,0.0
2026-04-22T18:19:10.524594,66.132.172.136,47534,7d7490dd,CONNECT,0,0.0
2026-04-22T18:19:12.277182,66.132.172.136,47524,8e642560,DISCONNECT,0,2.874
2026-04-22T18:19:25.012298,66.132.172.136,47534,7d7490dd,DISCONNECT,0,14.489
2026-04-22T18:19:35.967913,66.132.172.204,35262,4cc1f31b,CONNECT,0,0.0
2026-04-22T18:19:38.193163,66.132.172.204,35312,d35a1a13,CONNECT,0,0.0
2026-04-22T18:19:50.842282,66.132.172.204,35262,4cc1f31b,DISCONNECT,0,14.875
2026-04-22T18:19:53.221781,66.132.172.204,35312,d35a1a13,DISCONNECT,0,15.03
2026-04-22T18:31:12.097020,81.29.142.100,43402,79756b8d,CONNECT,0,0.0
2026-04-22T18:31:13.629014,81.29.142.100,43402,79756b8d,DISCONNECT,0,1.532
2026-04-22T18:31:14.838853,81.29.142.100,43408,d6c48010,CONNECT,0,0.0
2026-04-22T18:31:36.741238,81.29.142.100,43408,d6c48010,DISCONNECT,0,21.903
2026-04-22T18:32:43.116914,216.128.155.18,37054,02f87aa8,CONNECT,0,0.0
2026-04-22T18:32:43.357038,216.128.155.18,37054,02f87aa8,DISCONNECT,0,0.241
2026-04-22T18:40:01.177020,79.124.40.174,35166,fb5d906c,CONNECT,0,0.0
2026-04-22T18:40:15.978917,79.124.40.174,35166,fb5d906c,DISCONNECT,0,14.802
2026-04-22T18:58:42.647147,51.158.249.11,33958,1219014c,CONNECT,0,0.0
2026-04-22T18:58:42.833235,51.158.249.11,33958,1219014c,DISCONNECT,0,0.186
2026-04-22T18:58:42.981700,51.158.249.11,33962,31ddd1bf,CONNECT,0,0.0
2026-04-22T18:58:43.152137,51.158.249.11,33962,31ddd1bf,DISCONNECT,0,0.171
2026-04-22T19:26:19.156821,176.65.139.254,46002,9f580950,CONNECT,0,0.0
2026-04-22T19:26:23.963972,176.65.139.254,46002,9f580950,DISCONNECT,0,4.808
2026-04-22T19:30:19.634019,165.154.138.34,52758,74cbf052,CONNECT,0,0.0
2026-04-22T19:30:19.912812,165.154.138.34,52758,74cbf052,DISCONNECT,0,0.279
2026-04-22T19:30:20.204715,165.154.138.34,52764,2a055fea,CONNECT,0,0.0
2026-04-22T19:30:38.516315,165.154.138.34,52764,2a055fea,DISCONNECT,0,18.312
2026-04-22T19:30:38.771895,165.154.138.34,51518,7e87ffd0,CONNECT,0,0.0
2026-04-22T19:30:57.088694,165.154.138.34,51518,7e87ffd0,DISCONNECT,0,18.317
2026-04-22T19:30:57.367132,165.154.138.34,46482,e0fcae98,CONNECT,0,0.0
2026-04-22T19:31:15.709848,165.154.138.34,46482,e0fcae98,DISCONNECT,0,18.343
2026-04-22T19:31:16.001258,165.154.138.34,49268,0af47154,CONNECT,0,0.0
2026-04-22T19:31:34.321274,165.154.138.34,49268,0af47154,DISCONNECT,0,18.32
2026-04-22T19:31:34.614526,165.154.138.34,36158,60c6f700,CONNECT,0,0.0
2026-04-22T19:31:52.967846,165.154.138.34,36158,60c6f700,DISCONNECT,0,18.354
2026-04-22T19:31:53.222423,165.154.138.34,39494,d540d8a0,CONNECT,0,0.0
