timestamp,ip,port,msg_id,msg_name,intent,severity,payload_hex,session_id,honeypot_state,packet_rate
2026-04-21T13:30:53.722514,127.0.0.1,35194,0,NON_MAVLINK_PROBE,SCANNER,0,,d09e267a,NORMAL,0.0
2026-04-21T13:30:59.956152,127.0.0.1,34610,0,NON_MAVLINK_PROBE,SCANNER,0,,a13d237c,NORMAL,0.0
2026-04-21T13:31:06.205204,127.0.0.1,34620,0,NON_MAVLINK_PROBE,SCANNER,0,,3214b04a,NORMAL,0.0
2026-04-21T13:31:19.455577,127.0.0.1,37396,0,NON_MAVLINK_PROBE,SCANNER,0,,b85426bf,NORMAL,0.0
2026-04-21T13:31:29.698137,127.0.0.1,47764,0,NON_MAVLINK_PROBE,SCANNER,0,,351b8b58,NORMAL,0.0
2026-04-21T13:31:51.930264,127.0.0.1,54486,0,NON_MAVLINK_PROBE,SCANNER,0,,b5c530a8,NORMAL,0.0
2026-04-21T13:31:58.246636,127.0.0.1,34672,0,NON_MAVLINK_PROBE,SCANNER,0,,77f060f5,NORMAL,0.0
2026-04-21T13:32:07.942520,127.0.0.1,34682,0,NON_MAVLINK_PROBE,SCANNER,0,,92baee17,NORMAL,0.0
2026-04-21T13:55:24.085566,127.0.0.1,58984,0,NON_MAVLINK_PROBE,SCANNER,0,,bf18a2ef,NORMAL,0.0
2026-04-21T13:56:24.338889,127.0.0.1,58988,0,NON_MAVLINK_PROBE,SCANNER,0,,ce022dc9,NORMAL,0.0
2026-04-21T13:56:32.334882,127.0.0.1,58992,0,NON_MAVLINK_PROBE,SCANNER,0,,d4144db8,NORMAL,0.0
2026-04-21T13:58:56.227182,127.0.0.1,37864,0,NON_MAVLINK_PROBE,SCANNER,0,,f86ef823,NORMAL,0.0
2026-04-21T14:18:40.142119,127.0.0.1,50518,0,NON_MAVLINK_PROBE,SCANNER,0,,67bd7f72,NORMAL,0.0
2026-04-21T14:18:54.252325,127.0.0.1,53028,0,NON_MAVLINK_PROBE,SCANNER,0,,c17e5677,NORMAL,0.0
2026-04-21T14:18:59.445553,127.0.0.1,49150,0,NON_MAVLINK_PROBE,SCANNER,0,,d68d8af0,NORMAL,0.0
2026-04-21T14:19:04.686725,127.0.0.1,49158,0,NON_MAVLINK_PROBE,SCANNER,0,,a3393a04,NORMAL,0.0
2026-04-21T14:19:09.890848,127.0.0.1,33082,0,NON_MAVLINK_PROBE,SCANNER,0,,6e0f4bb9,NORMAL,0.0
2026-04-21T14:19:15.153304,127.0.0.1,33088,0,NON_MAVLINK_PROBE,SCANNER,0,,82866e72,NORMAL,0.0
2026-04-21T14:19:20.399373,127.0.0.1,36282,0,NON_MAVLINK_PROBE,SCANNER,0,,86d5db36,NORMAL,0.0
2026-04-21T14:19:25.599195,127.0.0.1,36292,0,NON_MAVLINK_PROBE,SCANNER,0,,963ca653,NORMAL,0.0
2026-04-21T14:19:30.877811,127.0.0.1,54840,0,NON_MAVLINK_PROBE,SCANNER,0,,7d4d0336,NORMAL,0.0
2026-04-21T14:19:36.077418,127.0.0.1,54842,0,NON_MAVLINK_PROBE,SCANNER,0,,3613aab9,NORMAL,0.0
2026-04-21T14:19:43.839617,127.0.0.1,54746,0,NON_MAVLINK_PROBE,SCANNER,0,,2a154194,NORMAL,0.0
2026-04-21T14:19:49.089140,127.0.0.1,50656,0,NON_MAVLINK_PROBE,SCANNER,0,,13ac01aa,NORMAL,0.0
2026-04-21T14:19:54.330245,127.0.0.1,50662,0,NON_MAVLINK_PROBE,SCANNER,0,,8f010281,NORMAL,0.0
2026-04-21T14:19:59.573182,127.0.0.1,50282,0,NON_MAVLINK_PROBE,SCANNER,0,,8538f43c,NORMAL,0.0
2026-04-21T14:20:04.812961,127.0.0.1,50286,0,NON_MAVLINK_PROBE,SCANNER,0,,51ab947e,NORMAL,0.0
2026-04-21T14:20:08.255659,127.0.0.1,55658,0,NON_MAVLINK_PROBE,SCANNER,0,,29cabd05,NORMAL,0.0
2026-04-21T14:22:02.085531,127.0.0.1,44674,0,NON_MAVLINK_PROBE,SCANNER,0,,24afe368,NORMAL,0.0
2026-04-21T14:47:19.898778,127.0.0.1,57948,0,NON_MAVLINK_PROBE,SCANNER,0,,7f24a24d,NORMAL,0.0
2026-04-21T15:20:15.912403,127.0.0.1,54738,0,NON_MAVLINK_PROBE,SCANNER,0,,11079c61,NORMAL,0.0
2026-04-21T17:25:35.791502,127.0.0.1,35730,0,NON_MAVLINK_PROBE,SCANNER,0,,ee261c52,NORMAL,0.0
2026-04-21T17:49:51.263822,127.0.0.1,53478,0,NON_MAVLINK_PROBE,SCANNER,0,,c0b7f887,NORMAL,0.0
2026-04-21T17:50:01.515887,127.0.0.1,53486,0,NON_MAVLINK_PROBE,SCANNER,0,,f1bdc870,NORMAL,0.0
2026-04-21T17:50:01.573379,127.0.0.1,53496,0,NON_MAVLINK_PROBE,SCANNER,0,,01294b0a,NORMAL,0.0
2026-04-21T17:50:01.593271,127.0.0.1,53504,0,NON_MAVLINK_PROBE,SCANNER,0,,6e83f3d3,NORMAL,0.0
2026-04-21T17:50:01.625211,127.0.0.1,53518,0,NON_MAVLINK_PROBE,SCANNER,0,,846f2ac0,NORMAL,0.0
2026-04-21T17:50:01.638745,127.0.0.1,53534,0,NON_MAVLINK_PROBE,SCANNER,0,,fc55b245,NORMAL,0.0
2026-04-21T17:50:01.690553,127.0.0.1,53546,0,NON_MAVLINK_PROBE,SCANNER,0,,1fc5ddb0,NORMAL,0.0
2026-04-21T17:50:01.739721,127.0.0.1,53562,0,NON_MAVLINK_PROBE,SCANNER,0,,06475d03,NORMAL,0.0
2026-04-21T17:50:01.754864,127.0.0.1,53572,0,NON_MAVLINK_PROBE,SCANNER,0,,fcb52184,NORMAL,0.0
2026-04-21T17:50:01.769596,127.0.0.1,53582,0,NON_MAVLINK_PROBE,SCANNER,0,,ccd38b6e,NORMAL,0.0
2026-04-21T17:50:02.562593,127.0.0.1,53588,0,NON_MAVLINK_PROBE,SCANNER,0,,3e922c29,NORMAL,0.0
2026-04-21T17:50:11.886059,127.0.0.1,51126,0,NON_MAVLINK_PROBE,SCANNER,0,,5780dd4c,NORMAL,0.0
2026-04-21T17:50:11.902854,127.0.0.1,51134,0,NON_MAVLINK_PROBE,SCANNER,0,,8438e2dc,NORMAL,0.0
2026-04-21T17:50:11.961007,127.0.0.1,51146,0,NON_MAVLINK_PROBE,SCANNER,0,,9dd7bbc0,NORMAL,0.0
2026-04-21T17:50:12.006554,127.0.0.1,51148,0,NON_MAVLINK_PROBE,SCANNER,0,,51c9fefa,NORMAL,0.0
2026-04-21T17:50:12.142138,127.0.0.1,51150,0,NON_MAVLINK_PROBE,SCANNER,0,,4d07bb22,NORMAL,0.0
2026-04-21T17:50:12.197862,127.0.0.1,51154,0,NON_MAVLINK_PROBE,SCANNER,0,,db91b5a7,NORMAL,0.0
2026-04-21T17:50:12.222003,127.0.0.1,51166,0,NON_MAVLINK_PROBE,SCANNER,0,,60d378ab,NORMAL,0.0
2026-04-21T17:50:12.240743,127.0.0.1,51178,0,NON_MAVLINK_PROBE,SCANNER,0,,10cbec1b,NORMAL,0.0
2026-04-21T17:50:12.769157,127.0.0.1,51192,0,NON_MAVLINK_PROBE,SCANNER,0,,866026c8,NORMAL,0.0
2026-04-21T17:50:12.801531,127.0.0.1,51198,0,NON_MAVLINK_PROBE,SCANNER,0,,c6a19314,NORMAL,0.0
